idx	score	cluster	src	verdict	detail	pass
3747	8	sandbox-exec	s8	dup	channel adapter state按workspace隔离 — state isolation	manual
3748	8	sandbox-exec	s8	boundary	@discordjs/opus opt-in install	manual
3749	8	sandbox-exec	s8	dup	tools.exec.host=auto仅routing非隐式放行 — exec routing	manual
3750	8	sandbox-exec	s8	dup	browser/sandbox/exec/MCP/secret路径拒unsafe输入 — input validation	manual
3751	8	sandbox-exec	s8	boundary	browser --no-sandbox flag	manual
3752	8	sandbox-exec	s8	dup	Container.render()长session栈溢出修复 — stack fix	manual
3753	8	sandbox-exec	s8	cand	health-api: /health /healthz /ready /readyz endpoints	manual
3754	8	sandbox-exec	s8	boundary	docker install smokes	manual
3755	8	sandbox-exec	s8	cand	mcp-apps: ticketed MCP Apps host(bound tools/resources/bounded context)	manual
3756	8	sandbox-exec	s8	boundary	sandbox-cli backend Linux pipe mode	manual
3757	8	sandbox-exec	s8	dup	live model sweeps timeout/ stale filter时fail — test fidelity	manual
3758	8	sandbox-exec	s8	boundary	Matrix per-DM threadReplies	manual
3759	8	sandbox-exec	s8	boundary	native Modal SDK backend	manual
3760	8	sandbox-exec	s8	boundary	Podman rootless	manual
3761	8	sandbox-exec	s8	dup	providers retry/backoff/threading/reactions/media — channel resilience	manual
3762	8	sandbox-exec	s8	cand	worktree-vcs: SVN/Perforce非git隔离workspace(Worktree通用化)	manual
3763	8	sandbox-exec	s8	boundary	personal-agent packs/Codex-vs-Pi parity QA	manual
3764	8	sandbox-exec	s8	boundary	QA-Lab Codex auth gate	manual
3765	8	sandbox-exec	s8	boundary	qa suite --runner multipass lane	manual
3766	8	sandbox-exec	s8	boundary	swe-agent docker web UI	manual
3767	8	sandbox-exec	s8	dup	Codex auth/compaction/source replies/sandbox path/usage-limit — hardening	manual
3768	8	sandbox-exec	s8	cand	sandbox-harden: block危险docker config(bind mounts/host net/unconfined)	manual
3769	8	sandbox-exec	s8	boundary	sandbox list/recreate+skills同步+browser auto-start	manual
3770	8	sandbox-exec	s8	dup	docker.binds config validation恢复+PATH保留 — config restore	manual
3771	8	sandbox-exec	s8	dup	mediaUrl/fileUrl alias bypass关闭 — alias bypass fix	manual
3772	8	sandbox-exec	s8	cand	sandbox-home: Windows USERPROFILE入blocked home roots(防.credential binds)	manual
3773	8	sandbox-exec	s8	dup	sandbox下relative paths仍从原project解析 — cwd stability	manual
3774	8	sandbox-exec	s8	boundary	Telegram isolated polling worker	manual
3775	8	sandbox-exec	s8	boundary	Docker Codex install/plugin-tool E2E	manual
3776	8	sandbox-exec	s8	dup	worktree并行开发隔离目录(同28/2135) — worktree族	manual
3777	8	sandbox-exec	s8	dup	unified execution改进+race修复+timeout含输出 — exec fixes	manual
3778	8	sandbox-exec	s8	dup	同2561 CORS修复 — CORS	manual
3779	8	sandbox-exec	s8	boundary	Miora MCP stdio双向+自动重连	manual
3780	8	sandbox-exec	s8	dup	EnterWorktree/ExitWorktree通用worktree工具 — worktree族	manual
3781	8	sandbox-exec	s8	boundary	iMessage remote attachments	manual
3782	8	scheduling	s8	dup	Gateway startup负载/大roster恢复+malformed cron隔离 — startup resilience	manual
3783	8	scheduling	s8	cand	sched-api: REST API查usage/traces/scheduled tasks(HTTP)	manual
3784	8	scheduling	s8	dup	ACP sessions统一Goal v3 runtime(create/edit/pause/resume/clear) — goal runtime	manual
3785	8	scheduling	s8	dup	configurable daemon update schedules+saved threads恢复 — update schedule	manual
3786	8	scheduling	s8	cand	sched-session: per-run scheduled task sessions(fresh child+unique timestamps)	manual
3787	8	scheduling	s8	dup	azure-openai入Responses store override — provider routing	manual
3788	8	scheduling	s8	cand	commitments: opt-in inferred follow-up commitments(hidden batched extraction,per-agent/channel)	manual
3789	8	scheduling	s8	cand	prompt-override: agents.defaults.systemPromptOverride受控实验	manual
3790	8	scheduling	s8	boundary	cron→Automations改名	manual
3791	8	scheduling	s8	dup	cron show lookup分页bound — pagination bound	manual
3792	8	scheduling	s8	boundary	expand-to-canvas+session导航	manual
3793	8	scheduling	s8	dup	cron Gateway-owned+JSONL run history+isolated summary — cron ownership	manual
3794	8	scheduling	s8	dup	one-shot/startup catch-up恢复+restart存活 — cron resilience	manual
3795	8	scheduling	s8	dup	isolated payload.model不再allowlist时回默认 — cron fallback	manual
3796	8	scheduling	s8	dup	nested cron嵌套runner work上nested lane — lane routing	manual
3797	8	scheduling	s8	cand	cron-announce: isolated jobs announce delivery mode	manual
3798	8	scheduling	s8	dup	legacy array jobs.json保留加载 — migration preserve	manual
3799	8	scheduling	s8	cand	cron-lane: main-session scheduled work走cron-owned wake lane	manual
3800	8	scheduling	s8	dup	malformed job rows跳过留doctor修 — quarantine	manual
3801	8	scheduling	s8	dup	curator routine runs不花aux-model — cost optimize	manual
3802	8	scheduling	s8	dup	startup避免重复plugin/channel/session检查 — startup perf	manual
3803	8	scheduling	s8	dup	remote hub schedule命令注册workspace client授权 — auth fix	manual
3804	8	scheduling	s8	dup	sidecars完成前defer scheduled services — startup order	manual
3805	8	scheduling	s8	boundary	desktop 0.0.20含Windows/full-history search	manual
3806	8	scheduling	s8	dup	active-memory recall走最强channel+managed dreaming — memory channel	manual
3807	8	scheduling	s8	dup	plugin recovery+失败后restart gateway — recovery	manual
3808	8	scheduling	s8	cand	sched-wake: scheduled work只在有变化时wake(事件驱动)	manual
3809	8	scheduling	s8	cand	sessions-maint: sessions cleanup命令+per-agent store+disk-budget	manual
3810	8	scheduling	s8	boundary	doctor-contract sidecar	manual
3811	8	scheduling	s8	cand	sched-loop: /loop每轮后model决定是否继续(自适应)	manual
3812	8	scheduling	s8	boundary	Telegram resolveSessionTarget hook	manual
3813	8	scheduling	s8	cand	self-maintain: Curator自主评级/修剪/合并skills(后台)	manual
3814	8	scheduling	s8	boundary	Web UI statistics/traces/tasks视图	manual
3815	8	scheduling	s8	cand	sched-allowlist: implicit scheduled/system delivery强制allowlist路由	manual
3816	8	scheduling	s8	boundary	clawdis health探针(link/latency/heartbeat)	manual
3817	8	search-index	s8	boundary	Cascade legacy entry points移除	manual
3818	8	search-index	s8	noise	cygwin source archives	manual
3819	8	search-index	s8	cand	search-conv: context search-conversations(RAG会话搜索)	manual
3820	8	security-secrets	s8	dup	LLM idle watchdog经profile rotation+model fallback — watchdog escalation	manual
3821	8	security-secrets	s8	dup	auth-profile upserts本地直写跳过CLI sync — profile persist	manual
3822	8	security-secrets	s8	noise	Bot ID误入Secret输入框	manual
3823	8	security-secrets	s8	dup	credential存在检查+备选auth fallback — credential check	manual
3824	8	security-secrets	s8	dup	compressed continuation重复注入user context修复 — dedupe fix	manual
3825	8	security-secrets	s8	boundary	uuid@11 npm audit修复	manual
3826	8	security-secrets	s8	dup	MPIM group DMs分类group+抑制verbose progress — chat classify	manual
3827	8	security-secrets	s8	dup	binary reply context sanitize+ZIP extraction防.epub/.mobi — sanitize	manual
3828	8	security-secrets	s8	dup	usage hooks内建footer+per-turn usage state — usage display	manual
3829	8	sessions-history	s8	dup	sortable resume picker(created/updated toggle) — picker sort	manual
3830	8	sessions-history	s8	dup	turn.failed+thread started事件 — event naming	manual
3831	8	sessions-history	s8	cand	clone-cmd: /clone当前branch复制新session	manual
3832	8	sessions-history	s8	dup	同3523(重复) — export schema	manual
3833	8	sessions-history	s8	dup	/resume会话中切换+交互selector — resume cmd	manual
3834	8	sessions-history	s8	dup	/resume命令文本不写入history — history hygiene	manual
3835	8	sessions-history	s8	dup	named-only filter toggle(同3892) — named filter	manual
3836	8	sessions-history	s8	dup	worktree session先repo启动后迁入 — worktree boot	manual
3837	8	sessions-history	s8	dup	ACP切model后续会话修复 — model persist	manual
3838	8	sessions-history	s8	dup	session/new+session/set_model ACP — acp model	manual
3839	8	sessions-history	s8	dup	ACP持久化恢复titles/modes/usage — acp persist	manual
3840	8	sessions-history	s8	boundary	ACP Session Config options	manual
3841	8	sessions-history	s8	cand	resume-turns: resume/fork include_turns+turn_service_tier+source metadata	manual
3842	8	sessions-history	s8	dup	--session-id精确project-local ID — session id	manual
3843	8	sessions-history	s8	boundary	Restore File丢弃未提交改动	manual
3844	8	sessions-history	s8	variant	fullscreen exit输出选transcript/resume hint	manual
3845	8	sessions-history	s8	cand	notify-os: native OS通知(session完成/需要输入)	manual
3846	8	sessions-history	s8	dup	Duplicate session分叉 — session fork	manual
3847	8	sessions-history	s8	boundary	恢复退出时所有窗口	manual
3848	8	sessions-history	s8	boundary	未保存buffers自动恢复	manual
3849	8	sessions-history	s8	dup	session-scoped media references刷新持久 — media persist	manual
3850	8	sessions-history	s8	dup	session forking(api) — fork api	manual
3851	8	sessions-history	s8	dup	fast-mode state存活retries/fallback/progress — mode persist	manual
3852	8	sessions-history	s8	dup	oversized+aggregate tool-result恢复单遍+total-context恢复 — overflow recovery	manual
3853	8	sessions-history	s8	cand	exec-defaults: per-agent tools.exec defaults(无directive/override时)	manual
3854	8	sessions-history	s8	noise	alt-[a-z]快捷键rebind	manual
3855	8	sessions-history	s8	cand	worktree-preserve: attached session退出永不删worktree(用户已有workspace)	manual
3856	8	sessions-history	s8	boundary	Android chat agent selector	manual
3857	8	sessions-history	s8	dup	thread/list title搜索+status暴露 — thread api	manual
3858	8	sessions-history	s8	dup	/resume slash command+resume性能 — resume UX	manual
3859	8	sessions-history	s8	boundary	local+cloud sessions浏览管理	manual
3860	8	sessions-history	s8	boundary	chat session list scroll state	manual
3861	8	sessions-history	s8	dup	checkpoint文件统计vs backup对比优化 — checkpoint perf	manual
3862	8	sessions-history	s8	dup	checkpoint文件读取异步并行 — checkpoint perf	manual
3863	8	sessions-history	s8	cand	cli-bridge: node-backed Codex CLI session listing+binding(继续既有CLI会话)	manual
3864	8	sessions-history	s8	cand	queue-modes: /queue modes+per-session overrides+agent.maxConcurrent	manual
3865	8	sessions-history	s8	dup	/btw side questions(tool-less,不改future context) — side questions	manual
3866	8	sessions-history	s8	cand	context-viz: /context map发treemap图(context contributors)	manual
3867	8	sessions-history	s8	boundary	UTC quarter-hour token buckets Usage Mosaic	manual
3868	8	sessions-history	s8	boundary	dashboard breadcrumbs active agent	manual
3869	8	sessions-history	s8	dup	删除queued prompt不留phantom transcript消息 — transcript hygiene	manual
3870	8	sessions-history	s8	cand	share-sanitize: Share Conversation上传sanitized transcript(system prompts/tool剥除)	manual
3871	8	sessions-history	s8	boundary	Discord /vc STT/TTS realtime	manual
3872	8	sessions-history	s8	dup	session titles重复生成修复 — title dedupe	manual
3873	8	sessions-history	s8	cand	exec-cfg: /exec per-session exec defaults(host/security/ask/node)	manual
3874	8	sessions-history	s8	variant	fast mode默认开启+header显示	manual
3875	8	sessions-history	s8	boundary	Roo models cache session token	manual
3876	8	sessions-history	s8	noise	macOS extra window修复	manual
3877	8	sessions-history	s8	dup	agentDir派生persisted session path — path derive	manual
3878	8	sessions-history	s8	cand	fork-cli: --fork <path|id>复制session	manual
3879	8	sessions-history	s8	dup	codex exec fork+TUI resume picker archive/restore — fork+archive	manual
3880	8	sessions-history	s8	dup	device-auth bypass恢复+connect failure分类 — auth classify	manual
3881	8	sessions-history	s8	cand	hook-scope: BOOT.md per-agent scope(per-agent session-key)	manual
3882	8	sessions-history	s8	dup	Gateway probe warnings按identity去重+pairing限流 — dedupe+ratelimit	manual
3883	8	sessions-history	s8	cand	health-api: per-agent session summaries+selective probes	manual
3884	8	sessions-history	s8	dup	history cache service — history cache	manual
3885	8	sessions-history	s8	cand	hook-events: message:received/message:sent桥接内部hooks	manual
3886	8	sessions-history	s8	cand	rewind: "Rewind to here"恢复session到该消息前状态	manual
3887	8	sessions-history	s8	dup	image edits用确切referenced file paths — path accuracy	manual
3888	8	sessions-history	s8	cand	resume-proto: task tool protocol锁定resume一致性	manual
3889	8	sessions-history	s8	dup	outbound sends镜像target session keys — session mirror	manual
3890	8	sessions-history	s8	cand	model-temp: t键model只适用当前session不改config	manual
3891	8	sessions-history	s8	boundary	named agent onboarding/--agent-name	manual
3892	8	sessions-history	s8	dup	同3835 named filter — named filter	manual
3893	8	sessions-history	s8	boundary	/tools enable/disable session persist hook例	manual
3894	8	sessions-history	s8	cand	feature-flag: subagents_enabled配置开关	manual
3895	8	sessions-history	s8	cand	onboard-gate: security checkpoint prompt+--non-interactive需--accept-risk	manual
3896	8	sessions-history	s8	dup	outbound webhooks推送events — webhook push	manual
3897	8	sessions-history	s8	dup	同scope内queued请求不重复弹授权 — auth dedupe	manual
3898	8	sessions-history	s8	dup	persistent aiohttp session复用 — http reuse	manual
3899	8	sessions-history	s8	dup	session-team退出清理防20+孤儿 — cleanup net	manual
3900	8	sessions-history	s8	boundary	ACP process pool	manual
3901	8	sessions-history	s8	boundary	realtime transcription+v2 handoff	manual
3902	8	sessions-history	s8	noise	UI刷新(Inter font/pill tabs)	manual
3903	8	sessions-history	s8	cand	model-scope: model change选session/agent/global作用域	manual
3904	8	sessions-history	s8	noise	tooltip移除	manual
3905	8	sessions-history	s8	dup	repo map基于chat history+files优化 — repo map	manual
3906	8	sessions-history	s8	cand	repoless-api: REST API repoless sessions(serverless)	manual
3907	8	sessions-history	s8	dup	interactive stops经teardown的telemetry恢复 — telemetry	manual
3908	8	sessions-history	s8	dup	collaborative session恢复member runtime status/context — collab restore	manual
3909	8	sessions-history	s8	dup	resumed sessions从transcript seed prompt history — history seed	manual
3910	8	sessions-history	s8	dup	session restoration+interaction优化 — sdk perf	manual
3911	8	sessions-history	s8	dup	preserve newer config+incomplete migration不认成功 — upgrade safety	manual
